actor_name,actor_score
Sasha Alexander,11956365
Alex Désert,4505922
Mel Eslyn,1573712
Zelda Rubinstein,55771496
Leo Rossi,174682
Art Hindle,105500000
Danny Sapani,3607
Derek Luke,28855920
Jim Rash,13157671
Paula Garcés,19526093
Raquel Welch,47654033
Gordon Pinsent,795126
Ahmad Massad,6857096
Frances Bavier,39552600
Jake Gyllenhaal,50743694
Paolo Seganti,14348123
Sanoe Lake,40118420
Melvil Poupaud,531009
Beth Broderick,265107
Lior Ashkenazi,155972
Nat Wolff,52536333
David Murray,1569918
Paul Ben-Victor,14625751
Hana Shuan,610968
Heather Burns,53442024
Julie Christie,40183690
Aaron Yoo,38753036
Elizabeth Debicki,111686678
Rob McElhenney,2053687
Sigríður María Egilsdóttir,11835
Margaret Tracey,2119994
Bryan Callen,134141530
Jonathan Brandis,7292175
Ransford Doherty,34636443
Kate Maberly,2436
Eoin Macken,26583369
Otto Jespersen,252652
Hans Kesting,713413
Erin Boyes,1506998
Woo-sung Jung,128486
Jonathan Brewer,50859889
Ed Speleers,75030163
Matt Walsh,44356789
Roy Billing,6165429
Ray Nicholas,10076136
George Lazenby,22800000
JR Bourne,75072454
Lily James,201148159
Eddie Jemison,19067631
José Ferrer,13800000
Daniel Tay,6003587
James Burnett,12026670
Eric Lange,594904
Tim Williams,4930798
Bobbie Phillips,20302961
Curtis Armstrong,23692953
Gloria Grahame,36000000
Bruce Willis,66752438
Lois Smith,65650623
Hye-jeong Kang,1196478
Cameron Mills,17382982
Timothy Hutton,41481439
Dick Cheney,1430185
Robbie Kay,1094798
Eros Vlahos,28995450
Robin Givens,20773070
Derek Jacobi,103105868
Alice Braga,83508999
Charles Keating,22264487
Reeve Carney,7320859
Gregory Alan Williams,36447959
Harris Yulin,119701720
Richard E. Grant,12096202
Liya Kebede,85433
Steve Schirripa,47034272
Sam Lerner,12181484
Vladimir Kulich,32694788
Colette Divine,1677838
David Threlfall,93926386
Isaac Hempstead Wright,50807639
Riteish Deshmukh,1186055
Catalina Sandino Moreno,5263228
André Dussollier,3714367
Henry Simmons,26382421
Kelli Barrett,27758465
Patrick Muldoon,54700065
Everett McGill,6197866
Veronika Dash,8134217
T.J. Thyne,99129075
María Aura,13622333
Paul Barber,5204007
Omar Benson Miller,60151227
Keanu Reeves,43540811
Toby Stephens,52822418
Julia Taylor Ross,12555230
Héctor Jiménez,27805472
Dororthy Thorton,39100956
Lee Arenberg,6448817
Randy Wayne,8562020
Shea Whigham,16911825
Jay Chandrasekhar,14220147
Ted Danson,52145779
Shawn Parsons,20200
Max Gail,10508
Jonathan Winters,46975319
Greg Collins,11239368
Oliver Stark,4756
Cedric the Entertainer,91379175
Mike White,41154222
Gus Van Sant,49494
Jamie Hector,40687294
Sahajak Boonthanakit,27285953
Todd Boyce,2474000
Michael Smiley,14106044
Lorraine Toussaint,78030
Luke Kirby,6239558
Stephen Rea,26921440
Eva Marcille,7009668
Vanessa Ray,9941102
Steve Byers,83503161
Lew Temple,21444423
Frank Gerrish,798341
Cody Linley,34099640
Balinese Tari Legong Dancers,2601847
Mark Rylance,31716476
Andrew Wilson,3756136
Jordana Brewster,73739481
Ashley Hinshaw,64572496
Noah Lomax,71346930
Paula Abdul,128200012
Stephen Marcus,7060876
Monica Potter,43845331
Paul Popplewell,267194
Jørgen Langhelle,313436
Essence Atkins,21391191
Scott Wolf,16842303
Arly Jover,58163
François Chau,5484375
Elisabeth Harnois,21379315
Charlie Saxton,5205343
Tommy Sheppard,133778
Nicholas Aaron,4581222
Matt Price,26448893
Alfre Woodard,48623744
Dinah Manoff,33244684
Ike Barinholtz,95152539
Kylie Bunbury,30538669
Casey Kasem,76501438
Dustin Lance Black,99851
Ian Hart,10660147
Jim Henson,76657000
Ruby Jerins,19057024
Sarah Kazemy,439958
Stockard Channing,49998962
Molly Dunsworth,703002
Alia Shawkat,6639572
Audrey Fleurot,56816662
Kamil McFadden,103400692
Eric Sheffer Stevens,12555230
Donny Alamsyah,4105123
Mel Rodriguez,95308367
Zak Penn,36830
Mehcad Brooks,32081953
Collette Wolfe,33256960
Brian Anthony Wilson,17593391
Sheila Hancock,9030581
Elliott Gould,105228969
Stephen Graham,71230781
